"","...1","...2","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","days_since_last_review","...22","dist_from_subway_in_miles","dist_from_airport_in_miles"
"428",428,428,7060166,"Neat & Cozy in the Nicest Neighborhood!",5448602,"Maureen",NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.9656,-77.07746,"Private room",63,31,111,"9/3/2022",1.45,4,322,14,NA,46,NA,0.58910079070929,8.12686242686438
"429",429,429,9496542,"New Apt in Dupont / Adams Morgan",873219,"Frederic",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91801,-77.04049,"Entire home/apt",99,31,19,"2/23/2020",0.24,1,0,0,NA,969,NA,0.601500332256447,4.55034608168505
"430",430,430,9546364,"2 br in a prime location",49437076,"Jenny",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.9189,-77.04477,"Entire home/apt",140,31,0,NA,NA,1,0,0,NA,-1,NA,0.597557715032126,4.62535016102806
"431",431,431,8409891,"Modern & Open, walk 2 metro, Conv. Center & sights",9296587,"Josh",NA,"Shaw, Logan Circle",38.91067,-77.0191,"Entire home/apt",129,31,106,"8/14/2022",1.25,2,97,19,NA,66,NA,0.247637953757544,4.16693863788227
"432",432,432,7076206,"Location! English Basement; Near Metro",30100464,"Isaac",NA,"Capitol Hill, Lincoln Park",38.88458,-77.00088,"Entire home/apt",55,31,63,"9/1/2022",0.73,1,198,6,NA,48,NA,0.235135088501647,3.01057400868123
"433",433,433,8419348,"Gorgeous Refurbished 2bdr Home near Metro",41656215,"Chiazo",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93053,-77.03008,"Entire home/apt",102,3,36,"7/4/2022",0.46,8,220,7,"Hosted License: 5007242201001533",107,NA,0.229251946920425,5.42762703064581
"434",434,434,9551164,"Upscale & comfortable 1BR - great neighborhood!",476644,"Rachael",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9273,-77.03108,"Entire home/apt",114,31,54,"8/26/2017",0.72,1,0,0,NA,1880,NA,0.0888750884167606,5.20136276407064
"435",435,435,7090899,"Washington DC's Best Address",37165853,"Ehab",NA,"West End, Foggy Bottom, GWU",38.90429,-77.05296,"Entire home/apt",233,1,151,"8/28/2022",1.73,1,200,48,"Hosted License: 5007242201001524",52,NA,0.287356716782861,3.69627945214617
"436",436,436,9569468,"Great Studio in Adams Morgan!",49540988,"Malik",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92657,-77.03909,"Entire home/apt",90,31,0,NA,NA,1,0,0,NA,-1,NA,0.367540350942222,5.13899286376616
"437",437,437,8424836,"Renovated English Basement 2 Bdrm",41656215,"Chiazo",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93163,-77.0295,"Entire home/apt",112,2,12,"8/15/2022",0.16,8,78,4,"Hosted License: 5007242201001533",65,NA,0.309826183614215,5.50579068409406
"438",438,438,7109996,"Sunny Room w/Private Bathroom (420 Friendly)",37194861,"Shareena",NA,"Capitol View, Marshall Heights, Benning Heights",38.88831,-76.92978,"Private room",50,3,3,"2/28/2022",0.04,2,359,1,"Hosted License: 5007242201000946",233,NA,0.503841127663898,6.35253712104057
"439",439,439,7181782,"Spacious Apt 2 Blocks from Capitol",21446930,"Travis",NA,"Capitol Hill, Lincoln Park",38.88337,-77.0075,"Entire home/apt",145,2,404,"8/28/2022",5.18,2,161,53,"Hosted License: 5007242201000566
Unhosted License: 5007242201000566",52,NA,0.174194659415727,2.71546758845294
"440",440,440,8440178,"Capitol Hill English Basement",44438154,"Jeffrey",NA,"Capitol Hill, Lincoln Park",38.88574,-76.98384,"Entire home/apt",89,31,188,"7/8/2022",2.23,1,89,27,NA,103,NA,0.321364282493061,3.74631368578477
"441",441,441,8445816,"very quiet and unique hone",44466649,"Felicia",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95492,-76.99601,"Private room",200,31,0,NA,NA,1,0,0,NA,-1,NA,0.398952110142134,7.45075452682104
"442",442,442,9576995,"Gorgeous, Solar Apartment",3331633,"Joe",NA,"Brookland, Brentwood, Langdon",38.91879,-76.98569,"Entire home/apt",100,120,13,"12/31/2021",0.17,3,285,1,NA,292,NA,0.581251688449059,5.40722125149824
"443",443,443,9586160,"Gorgeous Modern 1 bed2 bath KING bd",5778691,"Corbett",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90803,-77.03472,"Entire home/apt",99,31,259,"7/8/2020",3.13,1,31,0,NA,833,NA,0.42970743338335,3.86259157895988
"444",444,444,7220755,"Charming Historic Capitol Hill Home",37722870,"Erica",NA,"Capitol Hill, Lincoln Park",38.88213,-76.99116,"Entire home/apt",159,31,95,"7/24/2019",1.09,1,0,0,NA,1183,NA,0.314797009082442,3.27868106830585
"445",445,445,9596736,"Comfy 3.5 bedroom (4 beds )near waterfront",49670365,"Dee",NA,"Twining, Fairlawn, Randle Highlands, Penn Branch, Fort Davis Park, Fort Dupont",38.87394,-76.97241,"Entire home/apt",95,4,67,"7/5/2022",0.93,4,364,8,"Exempt",106,NA,0.875502889020561,3.8701165455793
"446",446,446,8479494,"Spacious Family Gathering Home",44658525,"Doulat",NA,"Cathedral Heights, McLean Gardens, Glover Park",38.92378,-77.0736,"Entire home/apt",1141,1,50,"8/28/2022",0.59,2,332,13,"Hosted License: 5007242201001920
Unhosted License: 5007262201001921",52,NA,1.13861209282023,5.32023642657879
"447",447,447,7245977,"Spacious 1BR in historic rowhouse near the action!",7762489,"Mike",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92453,-77.0289,"Entire home/apt",119,31,106,"9/3/2022",1.22,1,232,5,NA,46,NA,0.303572441541941,5.02069806708993
"448",448,448,8488518,"Compact and Clean, Private Bath",44706521,"David",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93088,-77.02497,"Private room",58,32,42,"10/31/2021",0.68,7,0,1,NA,353,NA,0.460220397733686,5.4800562973016
"449",449,449,9616203,"Comfy, Quiet Home in Lively Area",49751707,"Kat",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92981,-77.03946,"Entire home/apt",100,31,0,NA,NA,1,0,0,NA,-1,NA,0.400664658062924,5.36285397052713
"450",450,450,9624481,"Hill Flats DC - PENTHOUSE!!!",9520083,"Gene",NA,"Capitol Hill, Lincoln Park",38.88986,-77.00232,"Entire home/apt",163,31,97,"11/13/2019",1.23,1,0,0,NA,1071,NA,0.364636885583969,3.24335245005666
"451",451,451,7259793,"Eclectic Room (420 Friendly)!",37194861,"Shareena",NA,"Capitol View, Marshall Heights, Benning Heights",38.88845,-76.92914,"Private room",48,4,34,"7/10/2022",0.39,2,256,6,"Hosted License: 5007242201000946",101,NA,0.533267140790512,6.34190806787839
"452",452,452,9644823,"Lovely Studio 5 min drive to Sites/MGM+Metro+Pkg",5096803,"Akosua",NA,"Congress Heights, Bellevue, Washington Highlands",38.83988,-76.99506,"Entire home/apt",85,31,149,"7/26/2022",1.85,1,333,1,NA,85,NA,0.53581189336923,2.47597340938705
"453",453,453,7290056,"Completely Private Capitol Hill Charming Apt. Sleeps Four.",13743641,"Eric",NA,"Union Station, Stanton Park, Kingman Park",38.89259,-76.99799,"Entire home/apt",147,2,208,"9/6/2022",2.38,8,312,31,"Exempt",43,NA,0.55984477578784,3.53632688750666
"454",454,454,9651139,"Private Floor/Bedroom in Rowhouse",49893745,"Andy",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91336,-77.05096,"Private room",75,31,0,NA,NA,2,0,0,NA,-1,NA,0.486553370324879,4.28852296012685
"455",455,455,9651530,"Private Bedroom in Dupont Rowhouse",49893745,"Andy",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91429,-77.05156,"Private room",55,31,0,NA,NA,2,0,0,NA,-1,NA,0.549686668727258,4.3573561497464
"456",456,456,8550351,"Gorgeous Row House 4 BR, Garage & Walk to Metro!",37035704,"Domi & Diego",NA,"West End, Foggy Bottom, GWU",38.90233,-77.05342,"Entire home/apt",665,3,141,"8/7/2022",1.77,1,45,17,"Unhosted License: 5007262201000270",73,NA,0.204822552999016,3.57060716910808
"457",457,457,7319641,"Beautiful Chevy Chase, DC Home",38345667,"Susan",NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.96845,-77.06763,"Entire home/apt",352,2,62,"8/15/2022",0.89,1,89,16,"Hosted License: 5007242201000392",65,NA,1.13196680903159,8.19281792436058
"458",458,458,7384867,"Perfect for the Budget, Business, or Intern stay",38683977,"Shaun",NA,"River Terrace, Benning, Greenway, Dupont Park",38.89273,-76.96093,"Private room",47,31,83,"9/5/2022",0.96,3,326,53,NA,44,NA,0.893682605705768,5.04261177783602
"459",459,459,8565538,"Lovely Waterfront Georgetown Home",12895832,"Ramsey",NA,"Georgetown, Burleith/Hillandale",38.90486,-77.06449,"Entire home/apt",375,31,167,"8/29/2022",1.98,1,305,39,NA,51,NA,0.705517172931426,3.92337525185221
"460",460,460,9674217,"Spacious Home, Cleveland Park Metro",49987473,"Sandy",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93678,-77.06091,"Entire home/apt",119,31,2,"8/9/2016",0.03,1,0,0,NA,2262,NA,0.209033515345967,5.97880359472769
"461",461,461,7385563,"Retreat in the City, Walk to Metro!",604616,"Rebecca",NA,"Takoma, Brightwood, Manor Park",38.97405,-77.02284,"Entire home/apt",80,3,69,"8/13/2022",0.81,1,342,9,"Hosted License: 5007242201000893",67,NA,0.29070241796116,8.45356046218622
"462",462,462,7387956,"1 BR basement apt in NW Washington",37919321,"Paul",NA,"North Cleveland Park, Forest Hills, Van Ness",38.95201,-77.06192,"Private room",145,3,31,"9/10/2022",0.37,1,353,8,"Hosted License: 5007242201001020",39,NA,0.605663705365539,7.01951189975826
"463",463,463,9684458,"Light-filled, quiet studio in town!",50024522,"Jessica",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.922,-77.03745,"Entire home/apt",99,31,0,NA,NA,1,0,0,NA,-1,NA,0.483886447638769,4.82311885480634
"464",464,464,8581470,"5Bdrm Classy Victorian",41656215,"Chiazo",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92719,-77.03077,"Entire home/apt",420,2,99,"7/3/2022",1.27,8,156,8,"Hosted License: 5007242201001533",108,NA,0.107422991803143,5.19499596199876
"465",465,465,8606256,"Beautiful 4BR 2BA Home - Georgetown",44461566,"Eric",NA,"Georgetown, Burleith/Hillandale",38.90568,-77.0658,"Entire home/apt",90,31,10,"10/19/2019",0.12,2,0,0,NA,1096,NA,0.724707847461092,4.00280067932504
"466",466,466,7429332,"Modern Georgetown Apartment",21178631,"John",NA,"Georgetown, Burleith/Hillandale",38.90347,-77.06343,"Entire home/apt",295,31,6,"4/25/2022",0.07,2,244,1,NA,177,NA,0.658363824104809,3.81284397522046
"467",467,467,9694072,"DC Apartment (Columbia Heights)",50064790,"Amy",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93213,-77.03441,"Entire home/apt",80,31,5,"1/2/2016",0.06,1,0,0,NA,2482,NA,0.31249249305813,5.52498566854147
"468",468,468,7438473,"Cozy Embassy Row Studio near Dupont",30732781,"Maria",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91738,-77.05679,"Entire home/apt",75,31,15,"8/17/2019",0.17,2,0,0,NA,1159,NA,0.58322472753676,4.62338173049718
"469",469,469,9697108,"Modern home in  Columbia Heights",39088137,"Delcina",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9201,-77.03467,"Entire home/apt",110,31,3,"8/23/2016",0.04,1,0,0,NA,2248,NA,0.445857471400324,4.69490996305404
"470",470,470,9704912,"Elegantly Designed Antique-Filled Row House with Deck",36275317,"Trina",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91602,-77.00311,"Entire home/apt",160,20,19,"7/31/2022",0.25,1,306,2,"Unhosted License: 5007262201000424",80,NA,0.524012443943866,4.79776802151577
"471",471,471,8608311,"Capitol Hill Private Apartment",7442764,"Alex",NA,"Union Station, Stanton Park, Kingman Park",38.89827,-76.98612,"Entire home/apt",101,2,228,"9/5/2022",2.99,1,85,26,"Hosted License: 5007242201000718",44,NA,0.937281155606521,4.25197818646268
"472",472,472,7452083,"Artist Studio Carriage House",6757090,"Susan",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91373,-77.03463,"Entire home/apt",200,31,70,"12/30/2021",0.84,1,143,10,NA,293,NA,0.450396480895705,4.25576589460083
"473",473,473,8616083,"Charming  Private Room & Private bath so Clean!!",45325566,"Elsy",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93473,-77.02848,"Private room",100,31,38,"8/19/2018",0.48,3,107,0,"Hosted License: 5007242201001904",1522,NA,0.331750976733082,5.7236368605725
"474",474,474,8645356,"Georgetown Condo. Prime Location (Unit 2)",41047431,"Lisa",NA,"Georgetown, Burleith/Hillandale",38.90631,-77.05607,"Entire home/apt",135,3,185,"9/11/2022",2.2,7,267,42,"Exempt",38,NA,0.499468923317708,3.87267440696861
"475",475,475,9708633,"Modern Capitol Hill rowhouse",50126620,"Roney",NA,"Capitol Hill, Lincoln Park",38.88253,-76.9942,"Entire home/apt",250,31,0,NA,NA,1,0,0,NA,-1,NA,0.175192728394834,3.17000568816021
"476",476,476,9727618,"Spring into Summer on Capitol Hill",4630059,"Gretchen",NA,"Capitol Hill, Lincoln Park",38.88494,-76.98402,"Entire home/apt",310,31,1,"4/5/2016",0.01,1,0,0,NA,2388,NA,0.265701109408299,3.70458547176328
"477",477,477,7547751,"Sunny 1BR Garden Apartment",39382395,"Jill",NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.93481,-77.0986,"Entire home/apt",100,31,3,"8/23/2022",0.08,1,139,2,NA,57,NA,1.42024791077481,6.60510258984652
"478",478,478,9732220,"WOODLEY PARK: DC'S BEST LOCATION!!",44218721,"Trish",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92671,-77.05426,"Entire home/apt",169,2,201,"9/10/2022",2.55,1,298,28,"Hosted License: 5007242201001666",39,NA,0.150130333826405,5.2269169805885
"479",479,479,9788818,"1BR Condo a Block from the Metro",50451043,"Benjamin",NA,"West End, Foggy Bottom, GWU",38.90405,-77.05401,"Entire home/apt",85,31,2,"2/8/2016",0.02,1,0,0,NA,2445,NA,0.307768910740416,3.69355208739827
"480",480,480,7559867,"Dupont West 1: Charming 2BR",28825130,"Greg",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90816,-77.049,"Entire home/apt",198,31,378,"8/18/2022",4.37,6,12,49,NA,62,NA,0.320759821656951,3.9170618490752
"481",481,481,9789180,"Fabulous DC Apt in a Great Location",29586376,"Jennifer",NA,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90529,-76.98822,"Entire home/apt",89,31,31,"3/26/2017",0.38,1,0,0,NA,2033,NA,0.81703694868195,4.5571381565422
"482",482,482,9807973,"Beautiful and Spacious in Brookland",49256800,"K.",NA,"North Michigan Park, Michigan Park, University Heights",38.94997,-76.99762,"Entire home/apt",500,31,1,"5/14/2017",0.02,1,0,0,NA,1984,NA,0.28211636804904,7.09870775576775
"483",483,483,8645554,"Georgetown Condo. Prime Location (Unit 3)",41047431,"Lisa",NA,"Georgetown, Burleith/Hillandale",38.90522,-77.05823,"Entire home/apt",102,3,198,"9/11/2022",2.46,7,278,45,"Exempt",38,NA,0.534261582504094,3.83290317179592
"484",484,484,8645700,"Georgetown Condo. Prime Location (Unit 4)",41047431,"Lisa",NA,"Georgetown, Burleith/Hillandale",38.90488,-77.05791,"Entire home/apt",95,3,211,"8/21/2022",2.54,7,272,34,"Exempt",59,NA,0.506466515666893,3.80537142048563
"485",485,485,7599680,"Dupont Sweet, Cheerful Studio",28011820,"Marcy",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91481,-77.04291,"Entire home/apt",85,31,39,"8/14/2022",0.46,9,314,9,NA,66,NA,0.360150320428654,4.33634138221958
"486",486,486,8646332,"Dupont Circle Condo. Prime Location (Unit 4)",41047431,"Lisa",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90869,-77.04576,"Entire home/apt",140,3,64,"8/20/2022",1.02,7,282,4,"Exempt",60,NA,0.142701959267945,3.92944923183954
"487",487,487,8646530,"Dupont Circle Condo. Prime Location (Unit 3)",41047431,"Lisa",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90905,-77.04734,"Entire home/apt",138,3,145,"9/5/2022",1.88,7,291,27,"Exempt",44,NA,0.217621299818758,3.96466564365291
"488",488,488,8710450,"Sprawling 3-Story Row House Bathed in Swathes of Sunlight",17098850,"B. Ryan",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92898,-77.03817,"Entire home/apt",225,3,61,"8/20/2022",0.88,1,0,9,"Unhosted License: 5007262201000151",60,NA,0.316441882259704,5.30478286552311
"489",489,489,9854986,"Tiny Cottage in DC",22239362,"Linden",NA,"Union Station, Stanton Park, Kingman Park",38.89519,-76.98655,"Entire home/apt",93,2,438,"8/28/2022",5.32,2,311,40,"Hosted License: 5007242201000595",52,NA,0.780085183561887,4.07906101903689
"490",490,490,7599768,"Dupont Circle Cheerful Place to See DC",28011820,"Marcy",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91485,-77.04377,"Entire home/apt",88,31,19,"6/13/2021",0.22,9,247,0,NA,493,NA,0.362360314307085,4.34242837652648
"491",491,491,8737926,"All are welcomed, but the decor has a left lean.",38683977,"Shaun",NA,"River Terrace, Benning, Greenway, Dupont Park",38.89414,-76.96076,"Private room",49,31,368,"8/29/2020",4.36,3,44,0,NA,781,NA,0.840829508875615,5.10497745690463
"492",492,492,8741535,"Cozy 1BR Suite close to Rock Creek",45858892,"Karen",NA,"Colonial Village, Shepherd Park, North Portal Estates",38.99066,-77.04364,"Private room",90,2,44,"8/15/2022",0.64,1,356,17,"Hosted License: 5007242201000727",65,NA,0.725632376303057,9.56614496764222
"493",493,493,7626430,"Comfy & private - Petworth 1bd apt",21014832,"Brady & Jen",NA,"Brightwood Park, Crestwood, Petworth",38.94645,-77.01703,"Entire home/apt",110,70,22,"8/28/2022",0.26,1,287,4,NA,52,NA,0.713911026759681,6.60722185616531
"494",494,494,8796084,"QUIET CITY RETREAT ★ PARKING | YARD",27323824,"Karl",NA,"Brookland, Brentwood, Langdon",38.92887,-76.97197,"Entire home/apt",241,2,128,"6/21/2022",1.79,6,66,16,"Exempt",120,NA,1.26814610281731,6.39830542393955
"495",495,495,8809662,"Light Filled Studio in Capitol Hill",46154143,"Yared",NA,"Union Station, Stanton Park, Kingman Park",38.89517,-76.9877,"Entire home/apt",69,182,278,"7/20/2022",3.39,1,0,41,NA,91,NA,0.82202178688834,4.03531649659945
"496",496,496,8811756,"Capitol Hill/NoMa/H St condo w/parking",9691710,"Aninda",NA,"Union Station, Stanton Park, Kingman Park",38.90236,-77.00088,"Entire home/apt",200,31,6,"11/18/2017",0.07,1,0,0,NA,1796,NA,0.342422127608815,4.00843421437197
"497",497,497,9855531,"Private  Room-Free Unzoned Parking",20371167,"Barbara",NA,"Historic Anacostia",38.86442,-76.98809,"Private room",40,31,238,"1/20/2020",2.99,2,0,0,NA,1003,NA,0.41003044816881,2.83880905585063
"498",498,498,9855547,"Sunlit Paradise-Free Unzoned Parking",20371167,"Barbara",NA,"Historic Anacostia",38.86547,-76.9873,"Private room",77,31,291,"1/31/2020",3.56,2,0,0,NA,992,NA,0.473315362286056,2.90220321661726
"499",499,499,7629788,"Spacious 1BR | Furnished| Wi-Fi | Gym | Near Metro",30283594,"Global Luxury Suites",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,"Entire home/apt",294,1,2,"3/7/2021",0.06,29,356,0,"Hosted License: 2200553000000000",591,NA,0.102244457040629,3.30857609969368
"500",500,500,9902178,"Studio with Queen-size bed",35423680,"Abbie",NA,"West End, Foggy Bottom, GWU",38.90267,-77.05041,"Entire home/apt",70,31,2,"4/30/2016",0.02,1,0,0,NA,2363,NA,0.135716145219432,3.55770150914163
"501",501,501,9907100,"Stylish, cozy garden apt in Petworth",3197708,"Shauna & Stephen",NA,"Brightwood Park, Crestwood, Petworth",38.94156,-77.03125,"Entire home/apt",90,31,60,"2/22/2022",0.81,1,18,6,NA,239,NA,0.511352213036948,6.18276859282639
"502",502,502,7660850,"New BASEMENT one bed near Georgetown University",32851509,"Alicia",NA,"Georgetown, Burleith/Hillandale",38.91457,-77.07216,"Entire home/apt",85,10,55,"8/10/2022",1.12,1,149,5,"Hosted License: 5007242201001308",70,NA,1.28404753603477,4.70324628896118
"503",503,503,9920493,"Adams Morgan condo near Zoo parking options",14692970,"Marina",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92446,-77.04199,"Entire home/apt",119,31,26,"8/14/2022",0.34,8,248,4,NA,66,NA,0.565677339354379,4.99833908356038
"504",504,504,8865233,"Quaint Colonial with Capitol View",4346483,"Dameon",NA,"Historic Anacostia",38.86083,-76.97983,"Private room",90,31,1,"3/18/2016",0.01,1,0,0,NA,2406,NA,0.861409214018405,3.21644699228122
"505",505,505,8897159,"No Intern Fellow or Lady Ever Lived Better",17571402,"Neal Yazoo",NA,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.95003,-77.01221,"Entire home/apt",250,31,55,"12/10/2019",0.79,1,364,0,NA,1044,NA,0.560573233348263,6.89897598877065
"506",506,506,7677038,"Just re-modeled! Superb Location!  Read Reviews!",40313075,"Shawn",NA,"Shaw, Logan Circle",38.91386,-77.02888,"Entire home/apt",224,31,116,"8/24/2022",1.34,1,312,9,NA,56,NA,0.23008482681527,4.28854575918535
"507",507,507,9949954,"Stunning Garden Apt in Central DC",4856178,"Mat",NA,"Shaw, Logan Circle",38.90765,-77.02821,"Entire home/apt",239,31,0,NA,NA,1,0,0,NA,-1,NA,0.353538557686048,3.86779259394734
"508",508,508,9954831,"Washington 2 Bedroom Unit near WHITE HOUSE",16644446,"Corporate",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.90253,-77.02312,"Entire home/apt",440,3,14,"1/2/2022",0.18,17,92,3,"Unhosted License: 5007242100000011",290,NA,0.277983338391705,3.56953313536602
"509",509,509,7677423,"Brookland-CUA: DC Within Your Reach",40315715,"Jen",NA,"Brookland, Brentwood, Langdon",38.92893,-76.98328,"Entire home/apt",68,31,174,"2/11/2021",2.01,1,235,0,NA,615,NA,0.68214053488057,6.0771131374685
"510",510,510,9972284,"Gorgeous master bdrm in LeDroit Park!",29467361,"Jamie",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91683,-77.01583,"Private room",70,31,52,"5/27/2017",0.68,1,0,0,NA,1971,NA,0.404511087046842,4.62319688119786
"511",511,511,8902602,"Cozy apartment near Metro & shops",42722156,"Judy",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93493,-77.05976,"Entire home/apt",125,2,109,"1/17/2022",1.3,1,0,2,"Hosted License: 5007242201000668",275,NA,0.0942918384250122,5.84084482079822
"512",512,512,7714870,"01. A quiet room near Nats stadium",3672670,"Dennis",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.872,-77.01275,"Private room",87,31,413,"9/10/2022",4.88,14,166,74,"Hosted License: 5007242201000434",39,NA,0.403223117513568,1.93409847476234
"513",513,513,9973170,"Suite in Georgetown East Village",27550391,"Michael",NA,"Georgetown, Burleith/Hillandale",38.90915,-77.06228,"Entire home/apt",144,2,216,"9/13/2022",2.7,2,7,11,"Hosted License: 5007242201000948",36,NA,0.876793297798601,4.15899324445598
"514",514,514,7714880,"04. Master bedroom near the stadium",3672670,"Dennis",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87074,-77.01299,"Private room",89,1,414,"9/7/2022",4.85,14,167,47,"Hosted License: 5007242201000434",42,NA,0.465979621276365,1.86387083275728
"515",515,515,9975625,"Family/Business Retreat Home",44658525,"Doulat",NA,"Cathedral Heights, McLean Gardens, Glover Park",38.92507,-77.07374,"Entire home/apt",1586,31,38,"2/5/2022",0.48,2,333,2,NA,256,NA,1.08738231748035,5.40586150843923
"516",516,516,8933705,"Lovely 3BR 2BA 2 level condo in great Georgetown location",17633,"Charlotte",NA,"Georgetown, Burleith/Hillandale",38.90681,-77.06623,"Entire home/apt",183,31,64,"8/5/2021",0.77,32,115,0,NA,440,NA,0.789319388752929,4.08382266002639
"517",517,517,7725828,"Luxury 1BR | Desk Space | Wi-Fi | Gym | Near Metro",30283594,"Global Luxury Suites",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,"Entire home/apt",294,1,18,"6/27/2022",0.62,29,356,16,"Hosted License: 2200553000000000",114,NA,0.102244457040629,3.30857609969368
"518",518,518,8964989,"PRO CLEANED! Explorers Paradise~Walk to Capitol!",46630199,"Home Sweet City",NA,"Union Station, Stanton Park, Kingman Park",38.8926,-77.0013,"Entire home/apt",166,2,216,"9/2/2022",2.66,79,136,24,"Hosted License: 5007242201000959",47,NA,0.488853090767902,3.4290664830367
"519",519,519,7733108,"Dupont Circle: Perfect Place to See DC",28011820,"Marcy",NA,"Dupont Circle, Connecticut Avenue/K Street",38.9142,-77.04295,"Entire home/apt",70,31,54,"4/17/2022",0.63,9,267,5,NA,185,NA,0.318018662881042,4.29448834739033
"520",520,520,8965848,"PRO CLEANED! Luxury Flat ~ Walk To Capitol!",46630199,"Home Sweet City",NA,"Union Station, Stanton Park, Kingman Park",38.89261,-77.00127,"Entire home/apt",188,2,220,"8/14/2022",2.69,79,130,21,"Hosted License: 5007242201000959",66,NA,0.48947106128353,3.43057820652122
"521",521,521,8967165,"PRO CLEANED! Rock Creek Park Residence~ Parking!",46630199,"Home Sweet City",NA,"Hawthorne, Barnaby Woods, Chevy Chase",38.96866,-77.05639,"Entire home/apt",95,2,143,"8/18/2022",1.73,79,165,20,"Hosted License: 5007242100000016",62,NA,1.68524603935907,8.10714251067468
"522",522,522,9993065,"SW Waterfront Street Level Flat",51333359,"Pamela",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88008,-77.01963,"Entire home/apt",149,27,1,"8/15/2021",0.08,1,87,0,"Hosted License: 5007242201001709",430,NA,0.274751034052977,2.16803905978324
"523",523,523,10012298,"Columbia Heights DC near metro",9711482,"Jacob",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93459,-77.02554,"Private room",50,31,0,NA,NA,1,0,0,NA,-1,NA,0.227145511492968,5.73038346095546
"524",524,524,7733964,"English basement with full kitchen.",40644141,"Sky",NA,"Friendship Heights, American University Park, Tenleytown",38.94661,-77.07223,"Entire home/apt",89,30,120,"6/7/2022",1.49,2,301,4,"Hosted License: 5005500519002259",134,NA,0.430764526176264,6.7883014115392
"525",525,525,10021464,"2 BR Apartment walking distance to NATIONAL MUSEUM",16644446,"Corporate",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89721,-77.01883,"Entire home/apt",436,3,10,"4/27/2022",0.13,17,83,2,"Unhosted License: 5007242100000013",175,NA,0.142013668246305,3.27862794766343
